model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_worst_ms,infer_overhead_max_ms,infer_mean_ms,infer_jitter_ms,process_max_ms,N_total,tp,fp,tn,fn,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions,confusion_matrix
0,battery_overheat-cnn1d-v5_0019,868,51.0,51,817.0,0.0587557603686636,0.9412442396313364,0,0.0,0,0.0,0,0.0,0,0.0,817,0.9412442396313364,0,0.0,93407.037,0.809,44654.94003921568,26990.122344548567,93407.76,50.0,0.0,0.0,23.0,27.0,0.46,,0.0,,1.0,1.0,"[[TN=23, FP=0], [FN=27, TP=0]]"
