n_tu,sys_cycle_worst_ms,sys_cycle_process_max_ms,sys_cycle_mean_ms,sys_cycle_median_ms,sys_cycle_max_ms,sys_cycle_std_ms
4712,1.118,1.118,0.8724840831918507,0.875,1.118,0.05905239753790192
