model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_worst_ms,infer_overhead_max_ms,infer_mean_ms,infer_jitter_ms,process_max_ms,N_total,tp,fp,tn,fn,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions,confusion_matrix
0,battery_overheat-cnn1d-v5_0001,8746,8746.0,8746,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74.914,1.028,70.66905694031557,16.205186046401803,75.85,8745.0,0.0,0.0,8183.0,562.0,0.9357347055460263,,0.0,,1.0,1.0,"[[TN=8183, FP=0], [FN=562, TP=0]]"
